"","Project_Name","Site_Year_Code","Habitat","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Resource_Code","Resource_Name","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Lower_Pounds_Harvested","Upper_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Mean_Grams_Per_Capita_Use","Mean_Pounds_Per_Capita_Use","Mean_Grams_Percapita_Harvest"
"83","Tongass Resource Use Cooperative Study 1987","Beecher Pass_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",5,17,13,44.2,"Yes",2,"Ind.",0.6,NA,0.6,0,0.4,154,524,127,921,30.8,11.86,77,262,0.00024855326,24.56428,19.766666,14.738567
"84","Tongass Resource Use Cooperative Study 1987","Coffman Cove_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",41,66,120,185.9,"No",3.2,"Ind.",0.318,NA,0.272,0.046,0.062,NA,705,247,1162,10.629,3.79,NA,220,0.00020680552,14.810943,11.91824,4.70988
"85","Tongass Resource Use Cooperative Study 1987","Coffman Cove_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",41,66,120,185.9,"No",2,"Ind.",0.439,NA,0.41,0.03,0.108,NA,769,496,1043,11.609,4.14,NA,385,0.00022557935,11.719427,9.430523,5.144829
"86","Tongass Resource Use Cooperative Study 1987","Craig_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",64,365,213,1182.3,"No",3.2,"Ind.",0.42,NA,0.26700002,0.195,0.084,NA,5866,2902,8829,16.075,4.96,NA,1833,0.00026763268,14.675841,11.809524,6.163853
"87","Tongass Resource Use Cooperative Study 1987","Craig_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",64,365,213,1182.3,"No",2,"Ind.",0.537,NA,0.39400002,0.19700001,0.168,NA,8879,5122,12635,24.333,7.51,NA,4439,0.00040509898,17.37946,13.985103,9.33277
"88","Tongass Resource Use Cooperative Study 1987","Edna Bay_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",20,21,66,69.3,"No",3.2,"Ind.",0.7,NA,0.65,0.3,0.5,928,974,848,1100,46.4,14.05,290,305,0.00029351495,24.943012,20.071428,17.460108
"89","Tongass Resource Use Cooperative Study 1987","Edna Bay_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",20,21,66,69.3,"No",2,"Ind.",0.95,NA,0.9,0.55,0.6,2186,2295,1950,2640,109.3,33.12,1093,1148,0.00069159834,43.324875,34.863155,41.15863
"90","Tongass Resource Use Cooperative Study 1987","Elfin Cove_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",13,19,41,59.9,"Yes",3.2,"Ind.",0.538,NA,0.308,0.462,0.154,268.8,393,133,653,20.677,6.57,84,123,0.00025007955,15.175874,12.211896,8.16462
"91","Tongass Resource Use Cooperative Study 1987","Elfin Cove_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",13,19,41,59.9,"Yes",2,"Ind.",0.615,NA,0.538,0.154,0.231,288,421,183,659,22.154,7.03,144,210,0.00026789692,14.205314,11.430895,8.736268
"92","Tongass Resource Use Cooperative Study 1987","Gustavus_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",35,65,91,152.3,"Yes",3.2,"Ind.",0.409,NA,0.287,0.24,0.11,NA,325,234,416,5.038,2.13,NA,102,8.860173e-05,6.471827,5.207824,2.6469774
"93","Tongass Resource Use Cooperative Study 1987","Gustavus_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",35,65,91,152.3,"Yes",2,"Ind.",0.21,NA,0.15100001,0.096,0.055,NA,179,119,240,2.778,1.18,NA,90,4.8799106e-05,6.9828596,5.619047,1.4664005
"94","Haines/Klukwan 1983","Haines_1983","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120300000","Herring Roe",147,660,425,1908.2,"No",1,"lb.",0.054,0.034,0.0069999998,0.054,0,5,22,-17,61,0.034,0.01,5,22,9.1655596e-07,0.23013191,0.18518518,0.012427123
"95","Haines/Klukwan 1983","Haines_1983","Marine","Fish","Non-Salmon Fish","Smelt","Smelt","Smelt","120400000","Smelt",147,660,425,1908.2,"No",1,"lb.",0.29299998,0.245,0.231,0.061,0.068,2671,11992,5041,18943,18.17,6.28,2671,11992,0.0004996063,26.63561,21.433449,7.8042336
"96","Haines/Klukwan 1983","Haines_1983","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",147,660,425,1908.2,"No",2,"Ind.",0.143,0.17,0.136,0.02,0.0069999998,688,3089,-803,6981,4.68,1.62,344,1544,0.00012869277,14.0782795,11.328671,2.013194
"97","Tongass Resource Use Cooperative Study 1987","Haines_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",62,608,181,1622.6,"No",3.2,"Ind.",0.135,NA,0.083000004,0.051999997,0.027,NA,3166,-2043,8375,5.205,1.95,NA,989,0.00020047491,17.950289,14.444445,2.423289
"98","Haines/Klukwan 1983","Haines_1983","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",147,660,425,1908.2,"No",1,"lb.",0.15,0.143,0.122,0.027,0.0069999998,226,1016,379,1653,1.54,0.53,226,1015,4.2328218e-05,4.390917,3.533333,0.6586375
"99","Tongass Resource Use Cooperative Study 1987","Haines_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",62,608,181,1622.6,"No",2,"Ind.",0.108,NA,0.103999995,0.029000001,0.004,NA,647,115,1179,1.064,0.4,NA,323,4.0968815e-05,4.6026382,3.7037036,0.49708495
"100","Haines/Klukwan 1983","Haines_1983","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",147,660,425,1908.2,"No",1,"lb.",0.068,0.116000004,0.068,0,0,114,515,-684,1714,0.78,0.27,114,512,2.145574e-05,4.934299,3.9705882,0.33553234
"101","Tongass Resource Use Cooperative Study 1987","Hollis_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",29,32,72,79.4,"No",3.2,"Ind.",0.333,NA,0.303,0.03,0.071,NA,339,-9,-9,10.557,4.27,NA,106,0.00023368029,15.935081,12.822824,5.3063817
"102","Tongass Resource Use Cooperative Study 1987","Hollis_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",29,32,72,79.4,"No",2,"Ind.",0.535,NA,0.535,0.12100001,0.111,NA,636,-9,-9,19.814,8.01,NA,318,0.00043840904,18.605843,14.971963,9.954126
"103","Southeast Timber 1985/1986","Hoonah_1985","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",71,280,227,895.2,"No",NA,NA,NA,NA,NA,NA,NA,0,375,111,639,1.34,0.42,0,0,1.9945111e-05,NA,NA,0.52193916
"104","Tongass Resource Use Cooperative Study 1987","Hoonah_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",62,219,222,699.8,"No",3.2,"Ind.",0.515,NA,0.32799998,0.318,0.18200001,NA,6596,2625,10567,30.111,9.42,NA,2061,0.00024487037,22.730778,18.291262,11.70635
"105","Tongass Resource Use Cooperative Study 1987","Hoonah_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",62,219,222,699.8,"No",2,"Ind.",0.602,NA,0.48099998,0.24700001,0.29299998,NA,11094,4281,17907,50.644,15.85,NA,5547,0.00041185447,32.719254,26.328903,19.696991
"106","Southeast Timber 1985/1986","Hoonah_1985","Marine","Fish","Non-Salmon Fish","Sculpin","Sculpin","Sculpin","123000000","Sculpin",71,280,227,895.2,"No",1,"Ind.",0.0139999995,NA,0.0139999995,NA,NA,15,59,-41,159,0.21,0.07,15,59,3.138031e-06,6.213562,5,0.086989865
"107","Tongass Resource Use Cooperative Study 1987","Hydaburg_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",35,110,129,379.1,"No",3.2,"Ind.",0.32799998,NA,0.17899999,0.19399999,0.088999994,NA,988,391,1585,8.979,2.61,NA,309,7.7488374e-05,9.888656,7.957317,3.243479
"108","Tongass Resource Use Cooperative Study 1987","Hydaburg_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",35,110,129,379.1,"No",2,"Ind.",0.70199996,NA,0.463,0.478,0.29799998,NA,5025,1926,8125,45.681,13.26,NA,2513,0.00039410836,23.473457,18.88889,16.478365
"109","Tongass Resource Use Cooperative Study 1987","Hyder_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",33,39,66,77.9,"Yes",3.2,"Ind.",0.21200001,NA,0.18200001,0.061,0.061,384,454,265,643,11.636,5.83,120,142,0.000168836,34.174587,27.499998,7.2450128
"110","Tongass Resource Use Cooperative Study 1987","Hyder_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",33,39,66,77.9,"Yes",2,"Ind.",0.18200001,NA,0.152,0.03,0.061,238,281,100,462,7.212,3.61,119,141,0.00010449981,24.649403,19.835163,4.4861913
"111","Southeast Timber 1985/1986","Kake_1985","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",70,171,256,625.4,"No",NA,NA,NA,NA,NA,NA,NA,0,0,-588,588,0,0,0,0,0,NA,NA,NA
"112","Tongass Resource Use Cooperative Study 1987","Kake_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",52,193,192,642,"No",3.2,"Ind.",0.287,NA,0.129,0.158,0.044,NA,880,186,1574,4.57,1.37,NA,275,8.4177496e-05,5.932111,4.773519,1.7025158
"113","Tongass Resource Use Cooperative Study 1987","Kake_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",52,193,192,642,"No",2,"Ind.",0.372,NA,0.222,0.186,0.065,NA,1157,479,1835,6.009,1.8,NA,579,0.00011067428,6.013124,4.8387094,2.2368822
"114","Tongass Resource Use Cooperative Study 1987","Kasaan_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",14,14,40,40,"No",3.2,"Ind.",0.571,NA,0.42900002,0.143,0.143,134.4,134,134,134,9.6,3.35,42,42,0.00018447137,7.290869,5.8669,4.1630864
"115","Tongass Resource Use Cooperative Study 1987","Kasaan_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",14,14,40,40,"No",2,"Ind.",0.643,NA,0.571,0.071,0.286,138,138,138,138,9.857,3.45,69,69,0.00018997797,6.667741,5.365474,4.287358
"116","Tongass Resource Use Cooperative Study 1987","Klawock_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",52,224,198,790.3,"No",3.2,"Ind.",0.428,NA,0.29299998,0.135,0.154,NA,3008,518,5497,13.418,3.81,NA,940,0.00015432922,11.062463,8.901869,4.734734
"117","Tongass Resource Use Cooperative Study 1987","Klawock_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",52,224,198,790.3,"No",2,"Ind.",0.59400004,NA,0.5,0.158,0.26299998,NA,6346,3325,9367,28.312,8.03,NA,3173,0.00032558953,16.79963,13.5185175,9.97898
"118","Southeast Timber 1984/1985","Klawock_1984","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",36,131,130,473.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"119","Haines/Klukwan 1983","Klukwan_1983","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120300000","Herring Roe",33,41,124,154.1,"No",1,"lb.",0.333,0.091000006,0.03,0.303,0,20,25,3,47,0.606,0.16,20,25,9.53798e-06,0.597099,0.4804805,0.19883397
"120","Haines/Klukwan 1983","Klukwan_1983","Marine","Fish","Non-Salmon Fish","Smelt","Smelt","Smelt","120400000","Smelt",33,41,124,154.1,"No",1,"lb.",0.636,0.485,0.42400002,0.24200001,0.12100001,965,1199,872,1526,29.24,7.78,965,1199,0.00045744155,15.201734,12.232705,9.668303
"121","Haines/Klukwan 1983","Klukwan_1983","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",33,41,124,154.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"122","Tongass Resource Use Cooperative Study 1987","Klukwan_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",29,39,101,133.4,"No",NA,NA,0.046,NA,0,0.046,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"123","Haines/Klukwan 1983","Klukwan_1983","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",33,41,124,154.1,"No",NA,NA,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"124","Tongass Resource Use Cooperative Study 1987","Klukwan_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",29,39,101,133.4,"No",2,"Ind.",0.046,NA,0.046,0,0,NA,107,-36,251,2.735,0.8,NA,54,3.3678512e-05,21.612389,17.391304,0.9941699
"125","Haines/Klukwan 1983","Klukwan_1983","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",33,41,124,154.1,"No",NA,NA,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"126","Tongass Resource Use Cooperative Study 1987","Metlakatla_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",64,418,255,1554.2,"Yes",3.2,"Ind.",0.134,NA,0.074,0.065,0.068,NA,3373,-450,7197,8.065,2.17,NA,1054,0.0003094041,20.124521,16.19403,2.6966858
"127","Tongass Resource Use Cooperative Study 1987","Metlakatla_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",64,418,255,1554.2,"Yes",2,"Ind.",0.36400002,NA,0.18200001,0.244,0.11399999,NA,4708,3081,6334,11.256,3.03,NA,2354,0.0004318632,10.344556,8.324176,3.7654183
"128","Tongass Resource Use Cooperative Study 1987","Meyers Chuck_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",10,10,30,30,"Yes",3.2,"Ind.",0.3,NA,0.3,0.3,0.3,163.2,163,163,163,16.32,5.43,51,51,0.00013128221,22.493092,18.099998,6.7479277
"129","Tongass Resource Use Cooperative Study 1987","Meyers Chuck_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",10,10,30,30,"Yes",2,"Ind.",0.8,NA,0.8,0.4,0.3,1372,1372,1372,1372,137.2,45.73,686,686,0.0011050258,71.036545,57.1625,56.829235
"130","Tongass Resource Use Cooperative Study 1987","Pelican_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",48,82,148,238.4,"Yes",3.2,"Ind.",0.679,NA,0.445,0.511,0.29799998,NA,2082,-9,-9,25.277,8.7,NA,650,0.0002448922,15.922823,12.81296,10.811597
"131","Tongass Resource Use Cooperative Study 1987","Pelican_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",48,82,148,238.4,"Yes",2,"Ind.",0.877,NA,0.727,0.56,0.405,NA,4612,-9,-9,56.009,19.26,NA,2306,0.00054247974,27.291494,21.961233,23.934639
"132","Tongass Resource Use Cooperative Study 1987","Petersburg_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",49,1123,166,3738.8,"No",3.2,"Ind.",0.265,NA,0.108,0.17899999,0.066,NA,5998,-814,12810,5.341,1.6,NA,1874,8.115847e-05,7.503169,6.037736,1.9883398
"133","Tongass Resource Use Cooperative Study 1987","Petersburg_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",49,1123,166,3738.8,"No",2,"Ind.",0.29799998,NA,0.22299999,0.075,0.086,NA,6170,1029,11310,5.494,1.65,NA,3085,8.3485786e-05,6.8807898,5.536913,2.0504754
"134","Tongass Resource Use Cooperative Study 1987","Point Baker_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",19,19,35,35,"No",3.2,"Ind.",0.684,NA,0.52599996,0.316,0.316,192,192,192,192,10.105,5.49,60,60,0.00015873017,9.9744005,8.026316,6.82249
"135","Tongass Resource Use Cooperative Study 1987","Point Baker_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",19,19,35,35,"No",2,"Ind.",0.684,NA,0.579,0.316,0.368,636,636,636,636,33.474,18.17,318,318,0.00052579364,33.011818,26.564327,22.580084
"136","Tongass Resource Use Cooperative Study 1987","Port Alexander_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",34,37,98,106.6,"Yes",3.2,"Ind.",0.59,NA,0.38599998,0.41599998,0.11399999,NA,761,630,892,20.647,7.14,NA,238,0.00022906509,15.038925,12.101695,8.872966
"137","Tongass Resource Use Cooperative Study 1987","Port Alexander_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",34,37,98,106.6,"Yes",2,"Ind.",0.714,NA,0.503,0.479,0.265,NA,2346,1713,2980,63.655,22.01,NA,1173,0.0007061586,38.30826,30.82633,27.352098
"138","Tongass Resource Use Cooperative Study 1987","Port Protection_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",25,27,54,58.3,"No",3.2,"Ind.",0.52,NA,0.44,0.24,0.16,684.8,740,594,886,27.392,12.69,214,231,0.0004167136,30.32696,24.403845,15.770019
"139","Tongass Resource Use Cooperative Study 1987","Port Protection_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",25,27,54,58.3,"No",2,"Ind.",0.68,NA,0.6,0.36,0.4,1462,1579,1296,1862,58.48,27.07,731,789,0.00088917674,49.470917,39.808823,33.64022
"140","Tongass Resource Use Cooperative Study 1987","Saxman_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",36,76,127,258.7,"No",3.2,"Ind.",0.22600001,NA,0.132,0.094,0.033,NA,194,20,367,2.543,0.75,NA,60,8.01918e-05,4.1240454,3.318584,0.93203425
"141","Tongass Resource Use Cooperative Study 1987","Saxman_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",36,76,127,258.7,"No",2,"Ind.",0.48599997,NA,0.35900003,0.207,0.127,NA,1250,382,2117,16.416,4.83,NA,625,0.00051669974,12.350412,9.9382715,6.0023003
"142","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",296,2871,831,8060.7,"No",3.2,"Ind.",0.233,NA,0.233,0,0,2176,21106,15199,27013,7.351,2.62,680,6596,0.00018051166,13.973846,11.244635,3.255906
"143","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Perch","Perch","Perch","122200000","Perch",212,2965,592,7873.2,"Yes",1,"Ind.",0.0069999998,0,0,0.0069999998,0.0069999998,0,0,NA,NA,0,0,0,0,0,0,0,0
"144","Tongass Resource Use Cooperative Study 1987","Sitka_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",296,2871,831,8060.7,"No",2,"Ind.",0.341,NA,0.341,0,0,4694,45529,31699,59359,15.858,5.65,2347,22764,0.00038939234,20.590397,16.568916,7.0213246
"145","Southeast Index Communities","Sitka_2013","Marine","Fish","Non-Salmon Fish","Shark","Shark","Shark","123200000","Shark",212,2965,592,7873.2,"Yes",9,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"146","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",60,204,164,582.6,"Yes",3.2,"Ind.",0.124,NA,0.118999995,0.005,0.005,NA,1218,276,2161,5.975,2.09,NA,381,0.00043461195,20.945715,16.85484,2.5972686
"147","Tongass Resource Use Cooperative Study 1987","Skagway_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",60,204,164,582.6,"Yes",2,"Ind.",0.078,NA,0.051999997,0.025999999,0.025999999,NA,419,-179,1016,2.054,0.72,NA,209,0.00014950936,11.47119,9.230769,0.8947529
"148","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",31,44,66,94.7,"Yes",3.2,"Ind.",0.45099998,NA,0.322,0.22600001,0.225,NA,665,435,895,14.936,7.02,NA,208,0.000212909,19.343328,15.565411,8.723841
"149","Tongass Resource Use Cooperative Study 1987","Tenakee Springs_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",31,44,66,94.7,"Yes",2,"Ind.",0.742,NA,0.48299998,0.355,0.322,NA,939,665,1213,21.107,9.92,NA,470,0.00030063392,16.61416,13.369273,12.327706
"150","Southeast Timber 1984/1985","Tenakee Springs_1984","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",24,47,48,94,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"151","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",52,157,163,478.5,"No",3.2,"Ind.",0.409,NA,0.409,0,0.101,NA,3172,1501,4843,20.263,6.63,NA,991,0.0003508151,20.144701,16.210268,8.239182
"152","Tongass Resource Use Cooperative Study 1987","Thorne Bay_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",52,157,163,478.5,"No",2,"Ind.",0.62,NA,0.561,0.098000005,0.101,NA,3418,2267,4570,21.841,7.14,NA,1709,0.0003780221,14.311235,11.516129,8.872966
"153","Tongass Resource Use Cooperative Study 1987","Whale Pass_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",18,18,51,51,"No",3.2,"Ind.",0.38900003,NA,0.333,0.055999998,0.111,96,96,96,96,5.333,1.88,30,30,0.00010510182,6.0059104,4.832905,2.3362992
"154","Tongass Resource Use Cooperative Study 1987","Whale Pass_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",18,18,51,51,"No",2,"Ind.",0.278,NA,0.278,0.111,0.055999998,66,66,66,66,3.667,1.29,33,33,7.22575e-05,5.766543,4.640288,1.6030989
"155","Tongass Resource Use Cooperative Study 1987","Wrangell_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",75,1013,211,2839,"No",3.2,"Ind.",0.237,NA,0.062,0.184,0.025999999,NA,1481,274,2687,1.462,0.52,NA,463,3.361234e-05,2.726626,2.1940928,0.6462104
"156","Tongass Resource Use Cooperative Study 1987","Wrangell_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",75,1013,211,2839,"No",2,"Ind.",0.305,NA,0.19299999,0.146,0.098000005,NA,6038,2421,9655,5.961,2.13,NA,3019,0.00013703667,8.678615,6.983607,2.6469774
"157","Tongass Resource Use Cooperative Study 1987","Yakutat_1987","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Gadiformes","121000000","Cod",48,169,184,588.8,"No",3.2,"Ind.",0.25100002,NA,0.168,0.135,0.051999997,NA,868,352,1384,5.132,1.47,NA,271,3.706155e-05,7.2780366,5.8565736,1.8267871
"158","Tongass Resource Use Cooperative Study 1987","Yakutat_1987","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","122600000","Rockfish",48,169,184,588.8,"No",2,"Ind.",0.324,NA,0.103999995,0.22,0.015,NA,571,312,829,3.375,0.97,NA,285,2.4380352e-05,3.720466,2.993827,1.205431
"159","Southeast Timber 1984/1985","Yakutat_1984","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",50,181,150,543,"No",1,"Ind.",0.02,0.02,0.02,0,0,50,181,-121,483,1,0.33,50,181,9.030404e-06,20.504755,16.5,0.4100951
"160","Yakutat Household Survey 2000","Yakutat_2000","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",139,234,377,634.7,"Yes",0.5,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,6,10,-3,23,0.04,0.02,12,20,4.0871547e-07,3.5506067,2.857143,0
"161","Southeast Timber 1984/1985","Angoon_1984","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",38,145,163,622,"No",7.7,"Ind.",0.342,0.342,0.316,0.025999999,0.079,1917.3,7317,1911,12723,50.46,11.76,249,950,0.0005441403,42.73186,34.385963,14.614297
"162","Tongass Resource Use Cooperative Study 1987","Angoon_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",46,139,193,520.8,"No",6.2,"Ind.",0.201,NA,0.201,0,0.0069999998,NA,2080,759,3402,14.918,3.99,NA,336,0.00016351943,24.668766,19.850746,4.958422
